,State,Channels,Time,Noisy Current
0,Open,0,0,-0.7161145308217041
1,Open,0,0.0001,-0.8906011609896407
2,Open,0,0.0002,-0.8911795815546971
3,Open,0,0.00030000000000000003,-1.0287525323184432
4,Open,0,0.0004,-0.9846718526963256
5,Open,0,0.0005,-1.1535397870872122
6,Open,0,0.0006000000000000001,-1.0194932987241723
7,Open,0,0.0007000000000000001,-0.8555132307122094
8,Open,0,0.0008000000000000001,-0.8017704415928606
9,Open,0,0.0009000000000000002,-0.8908800012743917
10,Open,0,0.0010000000000000002,-0.873001906544919
11,Open,0,0.0011000000000000003,-0.950938521978314
12,Open,0,0.0012000000000000003,-1.131273003266257
13,Open,0,0.0013000000000000004,-1.1260085193625702
14,Open,0,0.0014000000000000004,-1.095926461202709
15,Open,0,0.0015000000000000005,-0.9869796631973669
16,Open,0,0.0016000000000000005,-0.8747872886822607
17,Open,0,0.0017000000000000006,-0.9294545033554025
18,Open,0,0.0018000000000000006,-0.844848636845717
19,Open,0,0.0019000000000000006,-0.8851022344155269
20,Open,0,0.0020000000000000005,-0.8898404822091734
21,Open,0,0.0021000000000000003,-0.8440438704459152
22,Open,0,0.0022,-1.0592295556505658
23,Open,0,0.0023,-1.156337088616455
24,Open,0,0.0024,-1.0289617751285298
25,Open,0,0.0024999999999999996,-0.9824553775991618
26,Open,0,0.0025999999999999994,-0.9363223692496527
27,Open,0,0.0026999999999999993,-1.0384463074638821
28,Open,0,0.002799999999999999,-0.957108145632681
29,Open,0,0.002899999999999999,-0.9471387975201125
30,Open,0,0.0029999999999999988,-0.9179512792166732
31,Open,0,0.0030999999999999986,-0.8787566379218321
32,Open,0,0.0031999999999999984,-0.8706710326777743
33,Open,0,0.0032999999999999982,-0.7959337123922322
34,Open,0,0.003399999999999998,-0.86500056566868
35,Open,0,0.003499999999999998,-1.0752461204409094
36,Open,0,0.0035999999999999977,-1.1121946642538878
37,Long Close,1,0.0036999999999999976,-0.2677203564244369
38,Long Close,1,0.0037999999999999974,0.03155823267045946
39,Long Close,1,0.0038999999999999972,-0.11448638117178964
40,Long Close,1,0.0039999999999999975,-0.2798637493299745
41,Long Close,1,0.004099999999999998,-0.23573499868626174
42,Long Close,1,0.004199999999999998,0.02765612270118406
43,Long Close,1,0.004299999999999998,-0.10128413239998402
44,Long Close,1,0.0043999999999999985,0.16272395749305094
45,Long Close,1,0.004499999999999999,0.07737061471226281
46,Long Close,1,0.004599999999999999,0.006689729305696224
47,Long Close,1,0.004699999999999999,0.3248054430690004
48,Long Close,1,0.0048,0.21076885971396253
49,Long Close,1,0.0049,0.11851289475813251
50,Open,0,0.005,-0.7906197547598459
51,Open,0,0.0051,-0.5904095567934686
52,Open,0,0.005200000000000001,-0.5840721587806514
53,Open,0,0.005300000000000001,-0.47523617049049316
54,Open,0,0.005400000000000001,-0.7833752317692767
55,Open,0,0.005500000000000001,-0.6979284216065091
56,Open,0,0.005600000000000002,-0.6935343952283686
57,Open,0,0.005700000000000002,-0.7783977639106816
58,Open,0,0.005800000000000002,-0.9081352862217471
59,Open,0,0.0059000000000000025,-0.7776252789592009
60,Open,0,0.006000000000000003,-0.89516152373484
61,Long Close,1,0.006100000000000003,0.13677446558346942
62,Long Close,1,0.006200000000000003,0.08322072787561532
63,Long Close,1,0.0063000000000000035,0.12163478307171074
64,Long Close,1,0.006400000000000004,0.1868200021949889
65,Long Close,1,0.006500000000000004,0.2573484912231555
66,Long Close,1,0.006600000000000004,-0.05104383899800452
67,Long Close,1,0.0067000000000000046,-0.007350259745589921
68,Long Close,1,0.006800000000000005,-0.1562430423409347
69,Long Close,1,0.006900000000000005,0.005549968883476669
70,Long Close,1,0.007000000000000005,-0.1059293322448043
71,Long Close,1,0.007100000000000006,0.11972997283428602
72,Long Close,1,0.007200000000000006,-0.011454864335211118
73,Long Close,1,0.007300000000000006,-0.22336056415923847
74,Long Close,1,0.007400000000000006,-0.23955729083226493
75,Long Close,1,0.007500000000000007,-0.10063844555590523
76,Long Close,1,0.007600000000000007,0.06241877491298628
77,Long Close,1,0.007700000000000007,-0.060672880675718105
78,Long Close,1,0.0078000000000000074,0.11093296886105694
79,Long Close,1,0.007900000000000008,0.15338114600728703
80,Long Close,1,0.008000000000000007,0.024800495524480715
81,Long Close,1,0.008100000000000007,-0.13681390551127956
82,Long Close,1,0.008200000000000006,-0.10474360252764575
83,Long Close,1,0.008300000000000005,-0.09617474155902411
84,Long Close,1,0.008400000000000005,-0.05096420789299144
85,Long Close,1,0.008500000000000004,-0.04707351261921813
86,Long Close,1,0.008600000000000003,0.4627085201043668
87,Long Close,1,0.008700000000000003,0.23982114926721648
88,Long Close,1,0.008800000000000002,0.11312256036960855
89,Long Close,1,0.008900000000000002,0.2927264727496166
90,Long Close,1,0.009000000000000001,0.22736647376371866
91,Long Close,1,0.0091,0.37872471434085503
92,Long Close,1,0.0092,0.5437597254181453
93,Long Close,1,0.0093,0.4604875138389891
94,Long Close,1,0.009399999999999999,0.6277072625459946
95,Long Close,1,0.009499999999999998,0.5274772264943612
96,Long Close,1,0.009599999999999997,0.3763814914375242
97,Long Close,1,0.009699999999999997,-0.04510973428096546
98,Open,0,0.009799999999999996,-0.7331848532019081
99,Open,0,0.009899999999999996,-0.7906643454856523
100,Open,0,0.009999999999999995,-0.8306273690462542
101,Open,0,0.010099999999999994,-0.7029559111402651
102,Open,0,0.010199999999999994,-0.8890828629409685
103,Open,0,0.010299999999999993,-0.6053776958791135
104,Open,0,0.010399999999999993,-0.5743099369914038
105,Open,0,0.010499999999999992,-0.6418363017801109
106,Open,0,0.010599999999999991,-0.5657743671290805
107,Open,0,0.01069999999999999,-0.5795292492490662
108,Open,0,0.01079999999999999,-0.5893427455101525
109,Open,0,0.01089999999999999,-0.4676143614285885
110,Open,0,0.010999999999999989,-0.5758925305581007
111,Open,0,0.011099999999999988,-0.44874461357564865
112,Open,0,0.011199999999999988,-0.5503823104174064
113,Open,0,0.011299999999999987,-0.3749417431613253
114,Open,0,0.011399999999999987,-0.3492319386110334
115,Open,0,0.011499999999999986,-0.5453746184271197
116,Open,0,0.011599999999999985,-0.6171156487368679
117,Open,0,0.011699999999999985,-0.6815013241962978
118,Open,0,0.011799999999999984,-0.6609463520880139
119,Open,0,0.011899999999999984,-0.6905653984229579
120,Open,0,0.011999999999999983,-0.6964832114232195
121,Open,0,0.012099999999999982,-0.6914174843373344
122,Open,0,0.012199999999999982,-0.7803268139192555
123,Open,0,0.012299999999999981,-0.7345483919777688
124,Open,0,0.01239999999999998,-0.6462633716159252
125,Open,0,0.01249999999999998,-0.6824260707872265
126,Open,0,0.01259999999999998,-0.5910292510612126
127,Open,0,0.012699999999999979,-0.4419585826310838
128,Open,0,0.012799999999999978,-0.4118019508540366
129,Open,0,0.012899999999999977,-0.6639986060198494
130,Open,0,0.012999999999999977,-0.641381483975859
131,Open,0,0.013099999999999976,-0.7075207072401986
132,Open,0,0.013199999999999976,-0.8208910329859885
133,Open,0,0.013299999999999975,-0.6078879955032992
134,Open,0,0.013399999999999974,-0.7461006460004433
135,Open,0,0.013499999999999974,-0.7186676291996981
136,Open,0,0.013599999999999973,-0.6624519486356218
137,Open,0,0.013699999999999973,-0.6472068261641556
138,Open,0,0.013799999999999972,-0.7103308371934123
139,Open,0,0.013899999999999971,-0.8360103515931565
140,Open,0,0.01399999999999997,-0.7730801381315731
141,Open,0,0.01409999999999997,-0.9070182788392471
142,Open,0,0.01419999999999997,-0.9126505617147962
143,Open,0,0.014299999999999969,-0.7067721974624191
144,Open,0,0.014399999999999968,-0.8295576238491102
145,Open,0,0.014499999999999968,-0.8140722391277073
146,Open,0,0.014599999999999967,-0.649762711414809
147,Open,0,0.014699999999999967,-0.7651844104977387
148,Open,0,0.014799999999999966,-0.8098781249167966
149,Open,0,0.014899999999999965,-0.7670318088283423
150,Open,0,0.014999999999999965,-0.5745627214799851
151,Open,0,0.015099999999999964,-0.8104044754880643
152,Open,0,0.015199999999999964,-0.748246448296986
153,Open,0,0.015299999999999963,-0.7788878884545242
154,Open,0,0.015399999999999962,-0.7488049559734611
155,Open,0,0.015499999999999962,-0.7133471129718362
156,Open,0,0.015599999999999961,-0.838280711281238
157,Open,0,0.01569999999999996,-0.6680881035489439
158,Open,0,0.01579999999999996,-0.598924569249554
159,Open,0,0.01589999999999996,-0.7378072762431839
160,Open,0,0.01599999999999996,-0.6966005973482097
161,Open,0,0.016099999999999958,-0.6665451201916185
162,Open,0,0.016199999999999957,-0.6474766317019899
163,Open,0,0.016299999999999957,-0.4829650509961473
164,Open,0,0.016399999999999956,-0.6735313319227996
165,Open,0,0.016499999999999956,-0.6848131096464385
166,Open,0,0.016599999999999955,-0.6361438794112295
167,Open,0,0.016699999999999954,-0.5131810022170582
168,Open,0,0.016799999999999954,-0.5962248527283862
169,Open,0,0.016899999999999953,-0.6495992401524242
170,Open,0,0.016999999999999953,-0.7259918673593128
171,Open,0,0.017099999999999952,-0.7379050979359343
172,Open,0,0.01719999999999995,-0.5848714545006353
173,Open,0,0.01729999999999995,-0.6271450065438886
174,Open,0,0.01739999999999995,-0.5605600378229453
175,Open,0,0.01749999999999995,-0.426918897573931
176,Open,0,0.01759999999999995,-0.5000042760729615
177,Open,0,0.01769999999999995,-0.5767618457202319
178,Open,0,0.017799999999999948,-0.47709727640119054
179,Open,0,0.017899999999999947,-0.5205350190347527
180,Open,0,0.017999999999999947,-0.673315410860369
181,Open,0,0.018099999999999946,-0.4822631171361196
182,Open,0,0.018199999999999945,-0.4533654880010856
183,Open,0,0.018299999999999945,-0.48167708092686284
184,Open,0,0.018399999999999944,-0.7086662679617414
185,Open,0,0.018499999999999944,-0.7672854672456361
186,Open,0,0.018599999999999943,-0.6977769356581172
187,Open,0,0.018699999999999942,-0.5215493008946612
188,Open,0,0.018799999999999942,-0.5482329353746774
189,Open,0,0.01889999999999994,-0.5469505151501254
190,Open,0,0.01899999999999994,-0.48321632270516324
191,Open,0,0.01909999999999994,-0.4469829792240719
192,Open,0,0.01919999999999994,-0.5330431193032418
193,Open,0,0.01929999999999994,-0.6245160831849634
194,Open,0,0.019399999999999938,-0.5205583037434534
195,Open,0,0.019499999999999938,-0.7148982525904853
196,Open,0,0.019599999999999937,-0.49229443035483156
197,Open,0,0.019699999999999936,-0.3396942218135256
198,Open,0,0.019799999999999936,-0.6017487967430084
199,Open,0,0.019899999999999935,-0.7186011586521923
200,Open,0,0.019999999999999934,-0.5960554342433995
201,Open,0,0.020099999999999934,-0.6724391396695357
202,Open,0,0.020199999999999933,-0.7734507987559069
203,Long Close,1,0.020299999999999933,-0.21954324334129205
204,Long Close,1,0.020399999999999932,0.10795067861706098
205,Long Close,1,0.02049999999999993,-0.04013603633554666
206,Long Close,1,0.02059999999999993,-0.12696297210925817
207,Long Close,1,0.02069999999999993,-0.0029649679184381994
208,Long Close,1,0.02079999999999993,-0.23112349575256652
209,Long Close,1,0.02089999999999993,-0.14459796934075902
210,Long Close,1,0.02099999999999993,0.11267598107849092
211,Long Close,1,0.021099999999999928,0.12950373506010499
212,Long Close,1,0.021199999999999927,0.06011305512906889
213,Long Close,1,0.021299999999999927,-0.009159365638295558
214,Long Close,1,0.021399999999999926,0.3453237431954278
215,Long Close,1,0.021499999999999925,0.21974221692382534
216,Long Close,1,0.021599999999999925,0.3507098783617375
217,Long Close,1,0.021699999999999924,0.3065390303828669
218,Long Close,1,0.021799999999999924,0.5187645880889666
219,Long Close,1,0.021899999999999923,0.44646463878354203
220,Long Close,1,0.021999999999999922,0.11792288269924589
221,Long Close,1,0.022099999999999922,0.14838744353829667
222,Open,0,0.02219999999999992,-0.6450769448607576
223,Open,0,0.02229999999999992,-0.5615385728681423
224,Open,0,0.02239999999999992,-0.7080724923909758
225,Open,0,0.02249999999999992,-0.7483460607748663
226,Open,0,0.02259999999999992,-0.6568019695998175
227,Open,0,0.022699999999999918,-0.6373587298672542
228,Open,0,0.022799999999999918,-0.5988049919900136
229,Open,0,0.022899999999999917,-0.6507507068993237
230,Open,0,0.022999999999999916,-0.4493887312166334
231,Open,0,0.023099999999999916,-0.6502565965448671
232,Open,0,0.023199999999999915,-0.7123093191836037
233,Open,0,0.023299999999999915,-0.5990817122059373
234,Open,0,0.023399999999999914,-0.6626856186943472
235,Open,0,0.023499999999999913,-0.47118187721167365
236,Open,0,0.023599999999999913,-0.4450170281699626
237,Open,0,0.023699999999999912,-0.3275682327739401
238,Open,0,0.02379999999999991,-0.5723962881997535
239,Open,0,0.02389999999999991,-0.5549032154802145
240,Open,0,0.02399999999999991,-0.5447051556377184
241,Open,0,0.02409999999999991,-0.6069289254814412
242,Open,0,0.02419999999999991,-0.7259047046485715
243,Open,0,0.02429999999999991,-0.416656615528642
244,Open,0,0.024399999999999908,-0.46383462554936483
245,Open,0,0.024499999999999907,-0.3557423581953537
246,Open,0,0.024599999999999907,-0.568821143087255
247,Open,0,0.024699999999999906,-0.7301031655018776
248,Open,0,0.024799999999999905,-0.6413412019278151
249,Open,0,0.024899999999999905,-0.749672653362562
250,Open,0,0.024999999999999904,-0.6661481858677807
251,Open,0,0.025099999999999904,-0.6424182622220094
252,Open,0,0.025199999999999903,-0.7050125580274833
253,Open,0,0.025299999999999902,-0.801152797984074
254,Open,0,0.025399999999999902,-0.7871558784559585
255,Open,0,0.0254999999999999,-0.7665741190831886
256,Open,0,0.0255999999999999,-0.8811860819452093
257,Open,0,0.0256999999999999,-0.7851177981975369
258,Open,0,0.0257999999999999,-0.7522019078099064
259,Open,0,0.0258999999999999,-0.9344817606101025
260,Open,0,0.025999999999999898,-0.8944237212554054
261,Open,0,0.026099999999999898,-0.7454427199261398
262,Open,0,0.026199999999999897,-0.5574757907760712
263,Open,0,0.026299999999999896,-0.5290941293421237
264,Open,0,0.026399999999999896,-0.6726625736639572
265,Open,0,0.026499999999999895,-0.6417271909904247
266,Open,0,0.026599999999999895,-0.5291161622819756
267,Open,0,0.026699999999999894,-0.47327632955676524
268,Open,0,0.026799999999999893,-0.5076513633845032
269,Open,0,0.026899999999999893,-0.8762766997553061
270,Open,0,0.026999999999999892,-0.885529323619877
271,Open,0,0.02709999999999989,-0.8137630751740208
272,Open,0,0.02719999999999989,-0.9023768421834455
273,Open,0,0.02729999999999989,-0.9055957758693006
274,Open,0,0.02739999999999989,-0.7691362697421325
275,Open,0,0.02749999999999989,-0.6343444208442114
276,Open,0,0.02759999999999989,-0.5529564602944312
277,Open,0,0.027699999999999888,-0.6873315366201416
278,Open,0,0.027799999999999887,-0.8254228011967129
279,Open,0,0.027899999999999887,-0.7699846396227937
280,Open,0,0.027999999999999886,-0.7488274838241984
281,Open,0,0.028099999999999885,-0.6382423350096926
282,Open,0,0.028199999999999885,-0.6361232385951632
283,Open,0,0.028299999999999884,-0.6628292086454779
284,Open,0,0.028399999999999884,-0.8049438109390585
285,Open,0,0.028499999999999883,-0.6719364250313884
286,Open,0,0.028599999999999882,-0.6188781613016706
287,Open,0,0.028699999999999882,-0.5690098849191151
288,Open,0,0.02879999999999988,-0.5214198951963469
289,Open,0,0.02889999999999988,-0.5909270126179438
290,Open,0,0.02899999999999988,-0.4874464230085538
291,Open,0,0.02909999999999988,-0.584166919365019
292,Open,0,0.02919999999999988,-0.758050003611067
293,Open,0,0.029299999999999878,-0.7653987472578028
294,Open,0,0.029399999999999878,-0.4805668595408401
295,Open,0,0.029499999999999877,-0.35697613693595875
296,Open,0,0.029599999999999876,-0.29999404496102944
297,Open,0,0.029699999999999876,-0.34807045470999803
298,Open,0,0.029799999999999875,-0.1746342976051573
299,Open,0,0.029899999999999875,-0.2419252787274996
300,Open,0,0.029999999999999874,-0.19311001356500773
301,Open,0,0.030099999999999873,-0.3490652969586252
302,Open,0,0.030199999999999873,-0.22045055685662698
303,Open,0,0.030299999999999872,-0.24052542196108345
304,Open,0,0.03039999999999987,-0.47694902175382836
305,Open,0,0.03049999999999987,-0.5282552288820295
306,Open,0,0.03059999999999987,-0.5532574318327811
307,Open,0,0.03069999999999987,-0.42259348243624545
308,Open,0,0.03079999999999987,-0.46037579576855053
309,Open,0,0.03089999999999987,-0.47275942407904803
310,Open,0,0.030999999999999868,-0.6004078895755249
311,Open,0,0.031099999999999867,-0.46864277360524664
312,Open,0,0.031199999999999867,-0.6894346054289248
313,Open,0,0.03129999999999987,-0.5374407268262783
314,Open,0,0.03139999999999987,-0.7147010246231569
315,Open,0,0.031499999999999875,-0.5834567800880792
316,Open,0,0.03159999999999988,-0.6339644610199329
317,Open,0,0.03169999999999988,-0.7437439706887828
318,Open,0,0.031799999999999884,-0.6517705035740449
319,Open,0,0.03189999999999989,-0.6381698310043371
320,Open,0,0.03199999999999989,-0.791668644195659
321,Open,0,0.03209999999999989,-0.6233294849514497
322,Open,0,0.032199999999999895,-0.5461378215447894
323,Open,0,0.0322999999999999,-0.6220984396341807
324,Open,0,0.0323999999999999,-0.381904879780011
325,Open,0,0.032499999999999904,-0.40618052882159417
326,Open,0,0.03259999999999991,-0.23623547584401788
327,Short Close,1,0.03269999999999991,0.6595791231033652
328,Short Close,1,0.03279999999999991,0.4903389896288738
329,Short Close,1,0.032899999999999915,0.33762826715182304
330,Short Close,1,0.03299999999999992,0.4929744099079434
331,Short Close,1,0.03309999999999992,0.4186796727944573
332,Short Close,1,0.033199999999999924,0.4009812761338989
333,Short Close,1,0.03329999999999993,0.6306929754138577
334,Short Close,1,0.03339999999999993,0.5329818555390234
335,Short Close,1,0.03349999999999993,0.5121599673844195
336,Short Close,1,0.033599999999999935,0.48783283519913867
337,Short Close,1,0.03369999999999994,0.6381011611110156
338,Short Close,1,0.03379999999999994,0.5308530401626192
339,Short Close,1,0.033899999999999944,0.6241286203777178
340,Short Close,1,0.03399999999999995,0.2588677858120024
341,Short Close,1,0.03409999999999995,0.6127235117749487
342,Short Close,1,0.03419999999999995,0.6239144212820289
343,Short Close,1,0.034299999999999956,0.35952662758379705
344,Short Close,1,0.03439999999999996,0.545606732993765
345,Short Close,1,0.03449999999999996,0.5834455284661061
346,Short Close,1,0.034599999999999964,0.6661875768556772
347,Short Close,1,0.03469999999999997,0.7193659350142089
348,Short Close,1,0.03479999999999997,0.9810058083812909
349,Short Close,1,0.03489999999999997,0.798472068954942
350,Short Close,1,0.034999999999999976,0.7642918827559119
351,Short Close,1,0.03509999999999998,0.7259614374555085
352,Short Close,1,0.03519999999999998,0.4202092611062903
353,Short Close,1,0.035299999999999984,0.48516866839979544
354,Short Close,1,0.03539999999999999,0.424305033658683
355,Short Close,1,0.03549999999999999,0.3274231098618061
356,Short Close,1,0.03559999999999999,0.2606157029220144
357,Short Close,1,0.035699999999999996,0.25712376184312313
358,Short Close,1,0.0358,0.34774691820868725
359,Short Close,1,0.0359,0.458992356379455
360,Short Close,1,0.036000000000000004,0.4758822448339465
361,Short Close,1,0.03610000000000001,0.6247063415030151
362,Short Close,1,0.03620000000000001,0.6671759057621691
363,Short Close,1,0.03630000000000001,0.6164648155013621
364,Short Close,1,0.036400000000000016,0.40278595009461005
365,Short Close,1,0.03650000000000002,0.3891459628154863
366,Short Close,1,0.03660000000000002,0.45323668300689357
367,Short Close,1,0.036700000000000024,0.47046966368686954
368,Short Close,1,0.03680000000000003,0.42609449734106664
369,Short Close,1,0.03690000000000003,0.6469003848004634
370,Short Close,1,0.03700000000000003,0.446169061799595
371,Short Close,1,0.037100000000000036,0.40203955594259055
372,Short Close,1,0.03720000000000004,0.3895314013320298
373,Short Close,1,0.03730000000000004,0.5063621357100938
374,Short Close,1,0.037400000000000044,0.46371515158237875
375,Short Close,1,0.03750000000000005,0.25906021341265784
376,Short Close,1,0.03760000000000005,0.2945634502344572
377,Short Close,1,0.03770000000000005,0.4726379592690336
378,Short Close,1,0.037800000000000056,0.3619173452146732
379,Short Close,1,0.03790000000000006,0.40474017475167123
380,Short Close,1,0.03800000000000006,0.6077011636410842
381,Short Close,1,0.038100000000000064,0.36838032009585936
382,Short Close,1,0.03820000000000007,0.3020141833945912
383,Short Close,1,0.03830000000000007,0.27579976818130547
384,Short Close,1,0.03840000000000007,0.31014135299252243
385,Short Close,1,0.038500000000000076,0.1043661382390525
386,Short Close,1,0.03860000000000008,0.2863208929614104
387,Short Close,1,0.03870000000000008,0.3497033992644005
388,Short Close,1,0.038800000000000084,0.28767716781556607
389,Short Close,1,0.03890000000000009,0.22529900507877948
390,Short Close,1,0.03900000000000009,0.35939812376336533
391,Short Close,1,0.03910000000000009,0.49190572361789575
392,Short Close,1,0.039200000000000096,0.4149376728808226
393,Short Close,1,0.0393000000000001,0.3501829959877429
394,Short Close,1,0.0394000000000001,0.4249707419999058
395,Short Close,1,0.039500000000000104,0.1633477511411384
396,Short Close,1,0.03960000000000011,0.21695025412393812
397,Short Close,1,0.03970000000000011,0.05711397155388895
398,Short Close,1,0.03980000000000011,0.041597509212306066
399,Short Close,1,0.039900000000000116,-0.03789845457756136
