0.000000,0.640191
0.000100,0.648861
0.000200,0.631162
0.000300,0.506987
0.000400,0.382831
0.000500,0.362820
0.000600,0.487076
0.000700,0.326726
0.000800,0.347375
0.000900,0.314145
0.001000,0.355845
0.001100,0.384396
0.001200,0.503028
0.001300,0.494475
0.001400,0.538965
0.001500,0.379849
0.001600,0.348917
0.001700,0.417423
0.001800,0.440527
0.001900,0.525467
0.002000,0.497763
0.002100,0.489795
0.002200,0.477653
0.002300,0.385313
0.002400,0.396353
0.002500,0.514568
0.002600,0.592228
0.002700,0.500332
0.002800,0.699194
0.002900,0.536304
0.003000,0.468976
0.003100,0.685909
0.003200,0.643380
0.003300,0.741706
0.003400,0.756661
0.003500,0.783904
0.003600,0.587401
0.003700,0.543827
0.003800,0.389552
0.003900,0.552605
0.004000,0.458554
0.004100,0.503578
0.004200,0.473431
0.004300,0.616541
0.004400,0.491959
0.004500,0.380134
0.004600,0.425367
0.004700,0.481852
0.004800,0.489812
0.004900,0.297383
0.005000,0.297439
0.005100,0.255388
0.005200,0.381739
0.005300,1.511935
0.005400,1.590309
0.005500,1.426391
0.005600,1.386135
0.005700,1.541564
0.005800,1.357741
0.005900,1.290176
0.006000,1.186176
0.006100,1.024584
0.006200,1.204693
0.006300,1.362790
0.006400,1.237812
0.006500,1.464485
0.006600,1.275736
0.006700,1.226853
0.006800,1.197152
0.006900,1.344520
0.007000,1.325192
0.007100,1.392240
0.007200,1.304976
0.007300,1.170005
0.007400,1.140840
0.007500,1.284575
0.007600,1.256831
0.007700,1.235438
0.007800,1.093475
0.007900,1.260250
0.008000,1.214950
0.008100,1.167373
0.008200,1.193197
0.008300,1.326280
0.008400,1.495014
0.008500,1.491610
0.008600,1.377201
0.008700,1.508805
0.008800,1.714492
0.008900,1.675061
0.009000,1.503430
0.009100,1.465623
0.009200,1.526252
0.009300,1.337649
0.009400,1.317210
0.009500,1.246847
0.009600,1.295242
0.009700,1.148787
0.009800,1.018115
0.009900,0.966901
0.010000,1.140459
0.010100,1.135961
0.010200,1.268211
0.010300,1.431708
0.010400,1.338437
0.010500,1.322664
0.010600,1.290310
0.010700,1.197587
0.010800,1.318702
0.010900,1.351220
0.011000,1.322074
0.011100,1.272677
0.011200,1.209371
0.011300,1.311171
0.011400,1.442267
0.011500,1.639323
0.011600,1.490464
0.011700,1.438945
0.011800,1.253074
0.011900,1.169111
0.012000,1.091224
0.012100,1.133168
0.012200,1.136788
0.012300,1.237455
0.012400,1.204770
0.012500,1.123722
0.012600,0.917059
0.012700,1.057151
0.012800,1.003771
0.012900,1.029525
0.013000,0.903522
0.013100,0.798273
0.013200,0.912037
0.013300,0.828887
0.013400,0.726132
0.013500,0.786644
0.013600,0.891060
0.013700,0.877274
0.013800,0.989863
0.013900,1.038313
0.014000,1.236110
0.014100,1.201528
0.014200,1.153434
0.014300,1.057233
0.014400,0.021378
0.014500,-0.055737
0.014600,-0.152339
0.014700,0.083283
0.014800,0.070270
0.014900,0.011922
0.015000,0.008330
0.015100,-0.065401
0.015200,-0.032402
0.015300,-0.037487
0.015400,0.239952
0.015500,0.152624
0.015600,0.246981
0.015700,0.100275
0.015800,0.079449
0.015900,0.224739
0.016000,0.091038
0.016100,0.100685
0.016200,0.084656
0.016300,0.113772
0.016400,0.109484
0.016500,0.226414
0.016600,0.126472
0.016700,0.263743
0.016800,0.404259
